shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
c7134d37-9e29-43e6-8ef8-7b340dad00cc,5,41.189833,-73.882824,52036.1875608425471
c7134d37-9e29-43e6-8ef8-7b340dad00cc,6,41.190100,-73.882980,52068.6676393125745
c7134d37-9e29-43e6-8ef8-7b340dad00cc,7,41.585660,-73.891330,96058.5092212275194
c7134d37-9e29-43e6-8ef8-7b340dad00cc,8,41.705528,-73.937664,109932.115100973169
c7134d37-9e29-43e6-8ef8-7b340dad00cc,9,41.706240,-73.937940,110014.56230212345
c7134d37-9e29-43e6-8ef8-7b340dad00cc,10,41.778480,-73.916050,118250.049285677524
c7134d37-9e29-43e6-8ef8-7b340dad00cc,11,41.872630,-73.903690,128769.041607593812
c7134d37-9e29-43e6-8ef8-7b340dad00cc,12,41.920761,-73.951080,135404.424482825125
c7134d37-9e29-43e6-8ef8-7b340dad00cc,13,41.921410,-73.951720,135493.925409593125
c7134d37-9e29-43e6-8ef8-7b340dad00cc,14,41.961530,-73.907810,141246.470395079552
c7134d37-9e29-43e6-8ef8-7b340dad00cc,15,42.117580,-73.891330,158651.752643550251
c7134d37-9e29-43e6-8ef8-7b340dad00cc,16,42.253231,-73.798641,175558.589285869442
c7134d37-9e29-43e6-8ef8-7b340dad00cc,17,42.254050,-73.798080,175660.691448294179
c7134d37-9e29-43e6-8ef8-7b340dad00cc,18,42.282390,-73.771850,179480.231594683864
c7134d37-9e29-43e6-8ef8-7b340dad00cc,19,42.523740,-73.737520,206464.79155121994
c7134d37-9e29-43e6-8ef8-7b340dad00cc,20,42.640493,-73.741370,219450.934192760877
c7134d37-9e29-43e6-8ef8-7b340dad00cc,21,42.641690,-73.741410,219584.117634325492
c7134d37-9e29-43e6-8ef8-7b340dad00cc,22,42.813677,-73.941623,244747.226996658399
c7134d37-9e29-43e6-8ef8-7b340dad00cc,23,42.814470,-73.942550,244863.350185887772
c7134d37-9e29-43e6-8ef8-7b340dad00cc,24,43.081524,-73.810983,276430.196970820427
c7134d37-9e29-43e6-8ef8-7b340dad00cc,25,43.082520,-73.810490,276548.011256105383
c7134d37-9e29-43e6-8ef8-7b340dad00cc,26,43.269208,-73.580964,304428.808432380378
